AtmoSud

Conditions Générales d'utilisation: 

 Diffusion libre pour une réutilisation ultérieure des données dans les conditions ci-dessous : 
 – Toute utilisation partielle ou totale de ces données doit faire référence à AtmoSud en terme de "AtmoSud - Inventaire énergétique et d'émissions de polluants et gaz à effet de serre". 
 – Données non rediffusées en cas de modification ultérieure des données. 
 
 Les données contenues dans ce document restent la propriété d'AtmoSud.
 AtmoSud peut rediffuser ce document à d'autres destinataires. 

"Année","Entité administrative","Activité","Energie","Variable","Valeur","Unite"
"2010","LAZER (05)","Tous secteurs","Toutes énergies","prg100.3ges","3376349.0","kg"
"2010","LAZER (05)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","LE BARROUX (84)","Tous secteurs","Toutes énergies","prg100.3ges","3714767.9","kg"
"2010","LE BAR-SUR-LOUP (06)","Tous secteurs","Toutes énergies","prg100.3ges","17161895.3","kg"
"2010","LE BEAUCET (84)","Tous secteurs","Toutes énergies","prg100.3ges","1690410.6","kg"
"2010","LE BEAUSSET (83)","Tous secteurs","Toutes énergies","prg100.3ges","29069121.4","kg"
"2010","LE BERSAC (05)","Tous secteurs","Toutes énergies","prg100.3ges","2485811.3","kg"
"2010","LE BOURGUET (83)","Tous secteurs","Toutes énergies","prg100.3ges","185494.4","kg"
"2010","LE BROC (06)","Tous secteurs","Toutes énergies","prg100.3ges","11056345.6","kg"
"2010","LE BRUSQUET (04)","Tous secteurs","Toutes énergies","prg100.3ges","3048292.2","kg"
"2010","LE CAIRE (04)","Tous secteurs","Toutes énergies","prg100.3ges","759374.9","kg"
"2010","LE CANNET (06)","Tous secteurs","Toutes énergies","prg100.3ges","111548604.1","kg"
"2010","LE CANNET-DES-MAURES (83)","Tous secteurs","Toutes énergies","prg100.3ges","369482586.4","kg"
"2010","LE CASTELLARD-MÉLAN (04)","Tous secteurs","Toutes énergies","prg100.3ges","3809614.0","kg"
"2010","LE CASTELLET (04)","Tous secteurs","Toutes énergies","prg100.3ges","1829266.7","kg"
"2010","LE CASTELLET (83)","Tous secteurs","Toutes énergies","prg100.3ges","41222955.5","kg"
"2010","LE CHAFFAUT-SAINT-JURSON (04)","Tous secteurs","Toutes énergies","prg100.3ges","5535074.9","kg"
"2010","LE FUGERET (04)","Tous secteurs","Toutes énergies","prg100.3ges","1758055.4","kg"
"2010","LE GLAIZIL (05)","Tous secteurs","Toutes énergies","prg100.3ges","2833802.9","kg"
"2010","LE LAUZET-UBAYE (04)","Tous secteurs","Toutes énergies","prg100.3ges","4743843.2","kg"
"2010","LE LAVANDOU (83)","Tous secteurs","Toutes énergies","prg100.3ges","24845730.1","kg"
"2010","LE LUC (83)","Tous secteurs","Toutes énergies","prg100.3ges","64035153.6","kg"
"2010","LE LUC (83)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","LE MAS (06)","Tous secteurs","Toutes énergies","prg100.3ges","349166.7","kg"
"2010","LE MONÊTIER-LES-BAINS (05)","Tous secteurs","Toutes énergies","prg100.3ges","15202969.0","kg"
"2010","LE MUY (83)","Tous secteurs","Toutes énergies","prg100.3ges","83298405.5","kg"
"2010","LE NOYER (05)","Tous secteurs","Toutes énergies","prg100.3ges","3506375.4","kg"
"2010","L' ÉPINE (05)","Tous secteurs","Toutes énergies","prg100.3ges","3706066.0","kg"
"2010","LE PLAN-DE-LA-TOUR (83)","Tous secteurs","Toutes énergies","prg100.3ges","9042617.7","kg"
"2010","LE POËT (05)","Tous secteurs","Toutes énergies","prg100.3ges","12347003.4","kg"
"2010","LE PONTET (84)","Tous secteurs","Toutes énergies","prg100.3ges","107697132.6","kg"
"2010","LE PONTET (84)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","LE PRADET (83)","Tous secteurs","Toutes énergies","prg100.3ges","27854344.3","kg"
"2010","LE PUY-SAINTE-RÉPARADE (13)","Tous secteurs","Toutes énergies","prg100.3ges","20358340.8","kg"
"2010","LE REVEST-LES-EAUX (83)","Tous secteurs","Toutes énergies","prg100.3ges","27612871.7","kg"
"2010","LE ROURET (06)","Tous secteurs","Toutes énergies","prg100.3ges","8805896.4","kg"
"2010","LE ROVE (13)","Tous secteurs","Toutes énergies","prg100.3ges","27600147.2","kg"
"2010","LES ADRETS-DE-L'ESTÉREL (83)","Tous secteurs","Toutes énergies","prg100.3ges","115570959.1","kg"
"2010","LE SAIX (05)","Tous secteurs","Toutes énergies","prg100.3ges","557359.5","kg"
"2010","LES ARCS (83)","Tous secteurs","Toutes énergies","prg100.3ges","80357659.0","kg"
"2010","LE SAUZE-DU-LAC (05)","Tous secteurs","Toutes énergies","prg100.3ges","1517944.8","kg"
"2010","LES BAUX-DE-PROVENCE (13)","Tous secteurs","Toutes énergies","prg100.3ges","4989264.6","kg"
"2010","L' ESCALE (04)","Tous secteurs","Toutes énergies","prg100.3ges","7381510.7","kg"
"2010","L' ESCARÈNE (06)","Tous secteurs","Toutes énergies","prg100.3ges","5631738.5","kg"
"2010","LES FERRES (06)","Tous secteurs","Toutes énergies","prg100.3ges","164434.3","kg"
"2010","LES MAYONS (83)","Tous secteurs","Toutes énergies","prg100.3ges","1605187.5","kg"
"2010","LES MÉES (04)","Tous secteurs","Toutes énergies","prg100.3ges","11246461.6","kg"
"2010","LES MUJOULS (06)","Tous secteurs","Toutes énergies","prg100.3ges","91990.8","kg"
"2010","LES OMERGUES (04)","Tous secteurs","Toutes énergies","prg100.3ges","1336897.3","kg"
"2010","LES ORRES (05)","Tous secteurs","Toutes énergies","prg100.3ges","9907169.8","kg"
"2010","LES PENNES-MIRABEAU (13)","Tous secteurs","Toutes énergies","prg100.3ges","206581111.9","kg"
"2010","LES SALLES-SUR-VERDON (83)","Tous secteurs","Toutes énergies","prg100.3ges","967077.5","kg"
"2010","LES THUILES (04)","Tous secteurs","Toutes énergies","prg100.3ges","2602525.7","kg"
"2010","LES VIGNEAUX (05)","Tous secteurs","Toutes énergies","prg100.3ges","2885360.3","kg"
"2010","LE THOLONET (13)","Tous secteurs","Toutes énergies","prg100.3ges","27391753.1","kg"
"2010","LE THOR (84)","Tous secteurs","Toutes énergies","prg100.3ges","34354345.0","kg"
"2010","LE THORONET (83)","Tous secteurs","Toutes énergies","prg100.3ges","7259957.6","kg"
"2010","LE TIGNET (06)","Tous secteurs","Toutes énergies","prg100.3ges","12756414.4","kg"
"2010","LETTRET (05)","Tous secteurs","Toutes énergies","prg100.3ges","1088511.1","kg"
"2010","LE VAL (83)","Tous secteurs","Toutes énergies","prg100.3ges","12153017.9","kg"
"2010","LEVENS (06)","Tous secteurs","Toutes énergies","prg100.3ges","21379643.1","kg"
"2010","LE VERNET (04)","Tous secteurs","Toutes énergies","prg100.3ges","1526612.1","kg"
"2010","L' HOSPITALET (04)","Tous secteurs","Toutes énergies","prg100.3ges","386935.0","kg"
"2010","LIEUCHE (06)","Tous secteurs","Toutes énergies","prg100.3ges","75388.9","kg"
"2010","LIMANS (04)","Tous secteurs","Toutes énergies","prg100.3ges","2570284.4","kg"
"2010","LIOUX (84)","Tous secteurs","Toutes énergies","prg100.3ges","5243120.0","kg"
"2010","L' ISLE-SUR-LA-SORGUE (84)","Tous secteurs","Toutes énergies","prg100.3ges","65674649.9","kg"
"2010","L' ISLE-SUR-LA-SORGUE (84)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","LORGUES (83)","Tous secteurs","Toutes énergies","prg100.3ges","28807450.4","kg"
"2010","LORIOL-DU-COMTAT (84)","Tous secteurs","Toutes énergies","prg100.3ges","13414012.8","kg"
"2010","LOURMARIN (84)","Tous secteurs","Toutes énergies","prg100.3ges","6067764.3","kg"
"2010","LUCÉRAM (06)","Tous secteurs","Toutes énergies","prg100.3ges","6146829.0","kg"
"2010","LURS (04)","Tous secteurs","Toutes énergies","prg100.3ges","10475301.1","kg"
"2010","MAILLANE (13)","Tous secteurs","Toutes énergies","prg100.3ges","7743313.0","kg"
"2010","MAJASTRES (04)","Tous secteurs","Toutes énergies","prg100.3ges","37743.3","kg"
"2010","MALAUCÈNE (84)","Tous secteurs","Toutes énergies","prg100.3ges","10858890.9","kg"
"2010","MALAUCÈNE (84)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","MALAUSSÈNE (06)","Tous secteurs","Toutes énergies","prg100.3ges","8091644.0","kg"
"2010","MALEMORT-DU-COMTAT (84)","Tous secteurs","Toutes énergies","prg100.3ges","4862215.6","kg"
"2010","MALIJAI (04)","Tous secteurs","Toutes énergies","prg100.3ges","19848375.4","kg"
"2010","MALLEFOUGASSE-AUGÈS (04)","Tous secteurs","Toutes énergies","prg100.3ges","1876189.3","kg"
"2010","MALLEMOISSON (04)","Tous secteurs","Toutes énergies","prg100.3ges","5407728.3","kg"
"2010","MALLEMORT (13)","Tous secteurs","Toutes énergies","prg100.3ges","35805676.9","kg"
"2010","MANDELIEU-LA-NAPOULE (06)","Tous secteurs","Toutes énergies","prg100.3ges","130378997.8","kg"
"2010","MANE (04)","Tous secteurs","Toutes énergies","prg100.3ges","6139281.2","kg"
"2010","MANOSQUE (04)","Tous secteurs","Toutes énergies","prg100.3ges","152985443.8","kg"
"2010","MANOSQUE (04)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","MANTEYER (05)","Tous secteurs","Toutes énergies","prg100.3ges","2310019.7","kg"
"2010","MARCOUX (04)","Tous secteurs","Toutes énergies","prg100.3ges","3095412.8","kg"
"2010","MARIE (06)","Tous secteurs","Toutes énergies","prg100.3ges","804918.0","kg"
"2010","MARIGNANE (13)","Tous secteurs","Toutes énergies","prg100.3ges","192169501.5","kg"
"2010","MARSEILLE (13)","Tous secteurs","Toutes énergies","prg100.3ges","2087971935.0","kg"
"2010","MARSEILLE (13)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","MARTIGUES (13)","Tous secteurs","Toutes énergies","prg100.3ges","497717073.5","kg"
"2010","MARTIGUES (13)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","MAS-BLANC-DES-ALPILLES (13)","Tous secteurs","Toutes énergies","prg100.3ges","2200190.1","kg"
"2010","MASSOINS (06)","Tous secteurs","Toutes énergies","prg100.3ges","435546.5","kg"
"2010","MAUBEC (84)","Tous secteurs","Toutes énergies","prg100.3ges","15374871.7","kg"
"2010","MAUSSANE-LES-ALPILLES (13)","Tous secteurs","Toutes énergies","prg100.3ges","23631822.1","kg"
"2010","MAZAN (84)","Tous secteurs","Toutes énergies","prg100.3ges","21549858.2","kg"
"2010","MAZAN (84)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","MAZAUGUES (83)","Tous secteurs","Toutes énergies","prg100.3ges","2610270.2","kg"
"2010","MÉAILLES (04)","Tous secteurs","Toutes énergies","prg100.3ges","1204534.9","kg"
"2010","MELVE (04)","Tous secteurs","Toutes énergies","prg100.3ges","1243695.3","kg"
"2010","MÉNERBES (84)","Tous secteurs","Toutes énergies","prg100.3ges","5132996.3","kg"
"2010","MENTON (06)","Tous secteurs","Toutes énergies","prg100.3ges","112323402.9","kg"
"2010","MÉOLANS-REVEL (04)","Tous secteurs","Toutes énergies","prg100.3ges","4099452.7","kg"
"2010","MÉOUNES-LÈS-MONTRIEUX (83)","Tous secteurs","Toutes énergies","prg100.3ges","23426909.0","kg"
"2010","MÉREUIL (05)","Tous secteurs","Toutes énergies","prg100.3ges","1429645.6","kg"
"2010","MÉRINDOL (84)","Tous secteurs","Toutes énergies","prg100.3ges","9566528.9","kg"
"2010","MÉTHAMIS (84)","Tous secteurs","Toutes énergies","prg100.3ges","2648581.3","kg"
"2010","MEYRARGUES (13)","Tous secteurs","Toutes énergies","prg100.3ges","63964734.9","kg"
"2010","MEYREUIL (13)","Tous secteurs","Toutes énergies","prg100.3ges","65313205.4","kg"
"2010","MÉZEL (04)","Tous secteurs","Toutes énergies","prg100.3ges","2608762.1","kg"
"2010","MIMET (13)","Tous secteurs","Toutes énergies","prg100.3ges","11732911.4","kg"
"2010","MIRABEAU (04)","Tous secteurs","Toutes énergies","prg100.3ges","5213646.7","kg"
"2010","MIRABEAU (84)","Tous secteurs","Toutes énergies","prg100.3ges","7118768.3","kg"
"2010","MIRAMAS (13)","Tous secteurs","Toutes énergies","prg100.3ges","55271607.1","kg"
"2010","MISON (04)","Tous secteurs","Toutes énergies","prg100.3ges","9653041.7","kg"
"2010","MODÈNE (84)","Tous secteurs","Toutes énergies","prg100.3ges","1543371.2","kg"
"2010","MOISSAC-BELLEVUE (83)","Tous secteurs","Toutes énergies","prg100.3ges","1723962.4","kg"
"2010","MOLINES-EN-QUEYRAS (05)","Tous secteurs","Toutes énergies","prg100.3ges","7443960.3","kg"
"2010","MOLLÉGÈS (13)","Tous secteurs","Toutes énergies","prg100.3ges","7849060.1","kg"
"2010","MONDRAGON (84)","Tous secteurs","Toutes énergies","prg100.3ges","93269901.1","kg"
"2010","MONÊTIER-ALLEMONT (05)","Tous secteurs","Toutes énergies","prg100.3ges","9930516.3","kg"
"2010","MONIEUX (84)","Tous secteurs","Toutes énergies","prg100.3ges","7037698.4","kg"
"2010","MONS (83)","Tous secteurs","Toutes énergies","prg100.3ges","4250863.9","kg"
"2010","MONTAGNAC-MONTPEZAT (04)","Tous secteurs","Toutes énergies","prg100.3ges","3120642.2","kg"
"2010","MONTAUROUX (83)","Tous secteurs","Toutes énergies","prg100.3ges","21332385.0","kg"
"2010","MONTBRAND (05)","Tous secteurs","Toutes énergies","prg100.3ges","2882652.1","kg"
"2010","MONTCLAR (04)","Tous secteurs","Toutes énergies","prg100.3ges","5906238.7","kg"
"2010","MONTCLUS (05)","Tous secteurs","Toutes énergies","prg100.3ges","1411381.5","kg"
"2010","MONT-DAUPHIN (05)","Tous secteurs","Toutes énergies","prg100.3ges","556799.6","kg"
"2010","MONTEUX (84)","Tous secteurs","Toutes énergies","prg100.3ges","66306942.5","kg"
"2010","MONTFERRAT (83)","Tous secteurs","Toutes énergies","prg100.3ges","3297205.1","kg"
"2010","MONTFORT (04)","Tous secteurs","Toutes énergies","prg100.3ges","6244674.6","kg"
"2010","MONTFORT-SUR-ARGENS (83)","Tous secteurs","Toutes énergies","prg100.3ges","3369309.5","kg"
"2010","MONTFURON (04)","Tous secteurs","Toutes énergies","prg100.3ges","5135964.9","kg"
"2010","MONTGARDIN (05)","Tous secteurs","Toutes énergies","prg100.3ges","8137006.2","kg"
"2010","MONTGENÈVRE (05)","Tous secteurs","Toutes énergies","prg100.3ges","11208287.4","kg"
"2010","MONTJAY (05)","Tous secteurs","Toutes énergies","prg100.3ges","1029832.5","kg"
"2010","MONTJUSTIN (04)","Tous secteurs","Toutes énergies","prg100.3ges","2489379.0","kg"
"2010","MONTLAUX (04)","Tous secteurs","Toutes énergies","prg100.3ges","1285356.9","kg"
"2010","MONTMAUR (05)","Tous secteurs","Toutes énergies","prg100.3ges","6900507.5","kg"
"2010","MONTMEYAN (83)","Tous secteurs","Toutes énergies","prg100.3ges","4882206.6","kg"
"2010","MONTROND (05)","Tous secteurs","Toutes énergies","prg100.3ges","2149680.2","kg"
"2010","MONTSALIER (04)","Tous secteurs","Toutes énergies","prg100.3ges","962615.7","kg"
"2010","MORIÈRES-LÈS-AVIGNON (84)","Tous secteurs","Toutes énergies","prg100.3ges","50360824.5","kg"
"2010","MORIEZ (04)","Tous secteurs","Toutes énergies","prg100.3ges","3073111.2","kg"
"2010","MORMOIRON (84)","Tous secteurs","Toutes énergies","prg100.3ges","6769427.3","kg"
"2010","MORNAS (84)","Tous secteurs","Toutes énergies","prg100.3ges","40341633.7","kg"
"2010","MOUANS-SARTOUX (06)","Tous secteurs","Toutes énergies","prg100.3ges","43276379.2","kg"
"2010","MOUGINS (06)","Tous secteurs","Toutes énergies","prg100.3ges","173421985.9","kg"
"2010","MOULINET (06)","Tous secteurs","Toutes énergies","prg100.3ges","1268237.9","kg"
"2010","MOURIÈS (13)","Tous secteurs","Toutes énergies","prg100.3ges","13083934.1","kg"
"2010","MOUSTIERS-SAINTE-MARIE (04)","Tous secteurs","Toutes énergies","prg100.3ges","7198200.0","kg"
"2010","MOYDANS (05)","Tous secteurs","Toutes énergies","prg100.3ges","2639205.5","kg"
"2010","MURS (84)","Tous secteurs","Toutes énergies","prg100.3ges","5946423.5","kg"
"2010","NANS-LES-PINS (83)","Tous secteurs","Toutes énergies","prg100.3ges","20643731.8","kg"
"2010","NEFFES (05)","Tous secteurs","Toutes énergies","prg100.3ges","3835316.2","kg"
"2010","NÉOULES (83)","Tous secteurs","Toutes énergies","prg100.3ges","4771545.3","kg"
"2010","NÉVACHE (05)","Tous secteurs","Toutes énergies","prg100.3ges","4169339.4","kg"
"2010","NIBLES (04)","Tous secteurs","Toutes énergies","prg100.3ges","899262.3","kg"
"2010","NICE (06)","Tous secteurs","Toutes énergies","prg100.3ges","1492257188.2","kg"
"2010","NIOZELLES (04)","Tous secteurs","Toutes énergies","prg100.3ges","1239422.8","kg"
"2010","NOSSAGE-ET-BÉNÉVENT (05)","Tous secteurs","Toutes énergies","prg100.3ges","248319.4","kg"
"2010","NOVES (13)","Tous secteurs","Toutes énergies","prg100.3ges","35038470.8","kg"
"2010","NOYERS-SUR-JABRON (04)","Tous secteurs","Toutes énergies","prg100.3ges","5174889.3","kg"
"2010","OLLIÈRES (83)","Tous secteurs","Toutes énergies","prg100.3ges","19213051.7","kg"
"2010","OLLIOULES (83)","Tous secteurs","Toutes énergies","prg100.3ges","81679670.3","kg"
"2010","ONGLES (04)","Tous secteurs","Toutes énergies","prg100.3ges","3414832.4","kg"
"2010","OPIO (06)","Tous secteurs","Toutes énergies","prg100.3ges","12020651.1","kg"
"2010","OPPÈDE (84)","Tous secteurs","Toutes énergies","prg100.3ges","5468080.3","kg"
"2010","OPPEDETTE (04)","Tous secteurs","Toutes énergies","prg100.3ges","647403.9","kg"
"2010","ORAISON (04)","Tous secteurs","Toutes énergies","prg100.3ges","16542839.6","kg"
"2010","ORANGE (84)","Tous secteurs","Toutes énergies","prg100.3ges","313476965.3","kg"
"2010","ORANGE (84)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","ORCIÈRES (05)","Tous secteurs","Toutes énergies","prg100.3ges","11106719.9","kg"
"2010","ORGON (13)","Tous secteurs","Toutes énergies","prg100.3ges","60274836.1","kg"
"2010","ORGON (13)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","ORPIERRE (05)","Tous secteurs","Toutes énergies","prg100.3ges","3619031.1","kg"
"2010","OZE (05)","Tous secteurs","Toutes énergies","prg100.3ges","5439650.1","kg"
"2010","PARADOU (13)","Tous secteurs","Toutes énergies","prg100.3ges","5833409.1","kg"
"2010","PÉGOMAS (06)","Tous secteurs","Toutes énergies","prg100.3ges","24283721.5","kg"
"2010","PEILLE (06)","Tous secteurs","Toutes énergies","prg100.3ges","8569916.8","kg"
"2010","PEILLON (06)","Tous secteurs","Toutes énergies","prg100.3ges","4241570.5","kg"
"2010","PEIPIN (04)","Tous secteurs","Toutes énergies","prg100.3ges","9180621.2","kg"
"2010","PÉLISSANNE (13)","Tous secteurs","Toutes énergies","prg100.3ges","27330006.7","kg"
"2010","PELLEAUTIER (05)","Tous secteurs","Toutes énergies","prg100.3ges","4615005.4","kg"
"2010","PÉONE (06)","Tous secteurs","Toutes énergies","prg100.3ges","6035114.1","kg"
"2010","PERNES-LES-FONTAINES (84)","Tous secteurs","Toutes énergies","prg100.3ges","44161729.3","kg"
"2010","PERTUIS (84)","Tous secteurs","Toutes énergies","prg100.3ges","60911739.9","kg"
"2010","PEYMEINADE (06)","Tous secteurs","Toutes énergies","prg100.3ges","24260212.1","kg"
"2010","PEYNIER (13)","Tous secteurs","Toutes énergies","prg100.3ges","18306123.4","kg"
"2010","PEYPIN (13)","Tous secteurs","Toutes énergies","prg100.3ges","23420485.5","kg"
"2010","PEYPIN-D'AIGUES (84)","Tous secteurs","Toutes énergies","prg100.3ges","2237537.6","kg"
"2010","PEYROLLES-EN-PROVENCE (13)","Tous secteurs","Toutes énergies","prg100.3ges","21588211.3","kg"
"2010","PEYROULES (04)","Tous secteurs","Toutes énergies","prg100.3ges","13744470.8","kg"
"2010","PEYRUIS (04)","Tous secteurs","Toutes énergies","prg100.3ges","16767223.9","kg"
"2010","PEYRUIS (04)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","PIÉGUT (04)","Tous secteurs","Toutes énergies","prg100.3ges","2169556.7","kg"
"2010","PIERLAS (06)","Tous secteurs","Toutes énergies","prg100.3ges","788041.3","kg"
"2010","PIERREFEU (06)","Tous secteurs","Toutes énergies","prg100.3ges","1415656.1","kg"
"2010","PIERREFEU-DU-VAR (83)","Tous secteurs","Toutes énergies","prg100.3ges","206616528.1","kg"
"2010","PIERRERUE (04)","Tous secteurs","Toutes énergies","prg100.3ges","2972368.4","kg"
"2010","PIERREVERT (04)","Tous secteurs","Toutes énergies","prg100.3ges","13807325.8","kg"
"2010","PIGNANS (83)","Tous secteurs","Toutes énergies","prg100.3ges","12477239.7","kg"
"2010","PIOLENC (84)","Tous secteurs","Toutes énergies","prg100.3ges","68145046.0","kg"
"2010","PLAN-D'AUPS-SAINTE-BAUME (83)","Tous secteurs","Toutes énergies","prg100.3ges","2969610.7","kg"
"2010","PLAN-DE-CUQUES (13)","Tous secteurs","Toutes énergies","prg100.3ges","22489908.2","kg"
"2010","PLAN-D'ORGON (13)","Tous secteurs","Toutes énergies","prg100.3ges","34833693.3","kg"
"2010","POLIGNY (05)","Tous secteurs","Toutes énergies","prg100.3ges","3028614.4","kg"
"2010","PONTEVÈS (83)","Tous secteurs","Toutes énergies","prg100.3ges","3077039.4","kg"
"2010","PONTIS (04)","Tous secteurs","Toutes énergies","prg100.3ges","1792204.9","kg"
"2010","PORT-DE-BOUC (13)","Tous secteurs","Toutes énergies","prg100.3ges","138467939.0","kg"
"2010","PORT-SAINT-LOUIS-DU-RHÔNE (13)","Tous secteurs","Toutes énergies","prg100.3ges","60939342.3","kg"
"2010","POURCIEUX (83)","Tous secteurs","Toutes énergies","prg100.3ges","28851163.2","kg"
"2010","POURRIÈRES (83)","Tous secteurs","Toutes énergies","prg100.3ges","41388246.2","kg"
"2010","PRADS-HAUTE-BLÉONE (04)","Tous secteurs","Toutes énergies","prg100.3ges","1934224.7","kg"
"2010","PRUNIÈRES (05)","Tous secteurs","Toutes énergies","prg100.3ges","8573615.1","kg"
"2010","PUGET (84)","Tous secteurs","Toutes énergies","prg100.3ges","3257827.3","kg"
"2010","PUGET-ROSTANG (06)","Tous secteurs","Toutes énergies","prg100.3ges","286777.3","kg"
"2010","PUGET-SUR-ARGENS (83)","Tous secteurs","Toutes énergies","prg100.3ges","61750947.4","kg"
"2010","PUGET-SUR-ARGENS (83)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","PUGET-THÉNIERS (06)","Tous secteurs","Toutes énergies","prg100.3ges","7553906.8","kg"
"2010","PUGET-VILLE (83)","Tous secteurs","Toutes énergies","prg100.3ges","24176230.1","kg"
"2010","PUIMICHEL (04)","Tous secteurs","Toutes énergies","prg100.3ges","3346577.2","kg"
"2010","PUIMOISSON (04)","Tous secteurs","Toutes énergies","prg100.3ges","5489474.9","kg"
"2010","PUYLOUBIER (13)","Tous secteurs","Toutes énergies","prg100.3ges","8600001.6","kg"
"2010","PUYMÉRAS (84)","Tous secteurs","Toutes énergies","prg100.3ges","3602538.8","kg"
"2010","PUY-SAINT-ANDRÉ (05)","Tous secteurs","Toutes énergies","prg100.3ges","2074433.0","kg"
"2010","PUY-SAINT-EUSÈBE (05)","Tous secteurs","Toutes énergies","prg100.3ges","1169415.2","kg"
"2010","PUY-SAINT-PIERRE (05)","Tous secteurs","Toutes énergies","prg100.3ges","1683960.1","kg"
"2010","PUY-SAINT-VINCENT (05)","Tous secteurs","Toutes énergies","prg100.3ges","4898587.6","kg"
"2010","PUY-SANIÈRES (05)","Tous secteurs","Toutes énergies","prg100.3ges","1253661.9","kg"
"2010","PUYVERT (84)","Tous secteurs","Toutes énergies","prg100.3ges","2975532.2","kg"
"2010","QUINSON (04)","Tous secteurs","Toutes énergies","prg100.3ges","2125842.4","kg"
"2010","RABOU (05)","Tous secteurs","Toutes énergies","prg100.3ges","1034064.1","kg"
"2010","RAMATUELLE (83)","Tous secteurs","Toutes énergies","prg100.3ges","13850625.6","kg"
"2010","RAMBAUD (05)","Tous secteurs","Toutes énergies","prg100.3ges","2936145.0","kg"
"2010","RASTEAU (84)","Tous secteurs","Toutes énergies","prg100.3ges","5098478.1","kg"
"2010","RAYOL-CANADEL-SUR-MER (83)","Tous secteurs","Toutes énergies","prg100.3ges","3987223.9","kg"
"2010","RÉALLON (05)","Tous secteurs","Toutes énergies","prg100.3ges","2722262.6","kg"
"2010","REDORTIERS (04)","Tous secteurs","Toutes énergies","prg100.3ges","1500692.0","kg"
"2010","RÉGUSSE (83)","Tous secteurs","Toutes énergies","prg100.3ges","5572339.9","kg"
"2010","REILLANNE (04)","Tous secteurs","Toutes énergies","prg100.3ges","10983205.5","kg"
"2010","REMOLLON (05)","Tous secteurs","Toutes énergies","prg100.3ges","2913174.3","kg"
"2010","RÉOTIER (05)","Tous secteurs","Toutes énergies","prg100.3ges","1400763.6","kg"
"2010","REVEST-DES-BROUSSES (04)","Tous secteurs","Toutes énergies","prg100.3ges","6188377.7","kg"
"2010","REVEST-DU-BION (04)","Tous secteurs","Toutes énergies","prg100.3ges","4216133.5","kg"
"2010","REVEST-LES-ROCHES (06)","Tous secteurs","Toutes énergies","prg100.3ges","737632.9","kg"
"2010","REVEST-SAINT-MARTIN (04)","Tous secteurs","Toutes énergies","prg100.3ges","1128040.6","kg"
"2010","RIANS (83)","Tous secteurs","Toutes énergies","prg100.3ges","17763210.7","kg"
"2010","RIBEYRET (05)","Tous secteurs","Toutes énergies","prg100.3ges","3544442.8","kg"
"2010","RIBOUX (83)","Tous secteurs","Toutes énergies","prg100.3ges","154802.6","kg"
"2010","RICHERENCHES (84)","Tous secteurs","Toutes énergies","prg100.3ges","3638449.3","kg"
"2010","RIEZ (04)","Tous secteurs","Toutes énergies","prg100.3ges","9341115.4","kg"
"2010","RIGAUD (06)","Tous secteurs","Toutes énergies","prg100.3ges","3521108.4","kg"
"2010","RIMPLAS (06)","Tous secteurs","Toutes énergies","prg100.3ges","1064570.3","kg"
"2010","RISOUL (05)","Tous secteurs","Toutes énergies","prg100.3ges","7683837.4","kg"
"2010","RISTOLAS (05)","Tous secteurs","Toutes énergies","prg100.3ges","1905801.8","kg"
"2010","ROAIX (84)","Tous secteurs","Toutes énergies","prg100.3ges","3875842.1","kg"
"2010","ROBION (84)","Tous secteurs","Toutes énergies","prg100.3ges","16505949.9","kg"
"2010","ROBION (84)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","ROCBARON (83)","Tous secteurs","Toutes énergies","prg100.3ges","15010123.9","kg"
"2010","ROCHEBRUNE (05)","Tous secteurs","Toutes énergies","prg100.3ges","1316440.9","kg"
"2010","ROGNAC (13)","Tous secteurs","Toutes énergies","prg100.3ges","113889505.6","kg"
"2010","ROGNAC (13)","Tous secteurs","Toutes énergies","prg100.3ges","","Secret Stat"
"2010","ROGNES (13)","Tous secteurs","Toutes énergies","prg100.3ges","19643441.6","kg"
"2010","ROGNONAS (13)","Tous secteurs","Toutes énergies","prg100.3ges","34482271.0","kg"
"2010","ROQUEBILLIÈRE (06)","Tous secteurs","Toutes énergies","prg100.3ges","6914555.9","kg"
"2010","ROQUEBRUNE-CAP-MARTIN (06)","Tous secteurs","Toutes énergies","prg100.3ges","74853511.8","kg"
